sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
340	pass28	sectionList.json	sectionId	312031	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
341	pass28	sectionList.json	sectionId	312033	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
342	pass28	sectionList.json	sectionId	312034	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
343	pass28	sectionList.json	sectionId	313031	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
344	pass28	sectionList.json	sectionId	313032	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
345	pass28	sectionList.json	sectionId	313033	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
346	pass28	sectionList.json	sectionId	326011	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
347	pass28	sectionList.json	sectionId	326012	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
348	pass28	sectionList.json	sectionId	326013	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
349	pass28	sectionList.json	sectionId	326014	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
350	pass28	sectionList.json	sectionId	326021	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
351	pass28	sectionList.json	sectionId	326022	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
352	pass28	sectionList.json	sectionId	326023	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
353	pass28	sectionList.json	sectionId	326024	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
354	pass28	sectionList.json	sectionId	330024	charaName	空穂 夏希	空穗 夏希	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
355	pass28	sectionList.json	sectionId	330221	charaName	伊並 満	伊并 满	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
356	pass28	sectionList.json	sectionId	330222	charaName	伊並 満	伊并 满	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
357	pass28	sectionList.json	sectionId	330223	charaName	伊並 満	伊并 满	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
358	pass28	sectionList.json	sectionId	330224	charaName	伊並 満	伊并 满	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
359	pass28	sectionList.json	sectionId	330551	charaName	桐野 紗枝	桐野 纱枝	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
360	pass28	sectionList.json	sectionId	330552	charaName	桐野 紗枝	桐野 纱枝	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
361	pass28	sectionList.json	sectionId	330553	charaName	桐野 紗枝	桐野 纱枝	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
362	pass28	sectionList.json	sectionId	330554	charaName	桐野 紗枝	桐野 纱枝	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
363	pass28	sectionList.json	sectionId	330561	charaName	水樹 塁	水树 垒	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
364	pass28	sectionList.json	sectionId	330562	charaName	水樹 塁	水树 垒	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
365	pass28	sectionList.json	sectionId	330563	charaName	水樹 塁	水树 垒	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
366	pass28	sectionList.json	sectionId	330564	charaName	水樹 塁	水树 垒	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
367	pass28	sectionList.json	sectionId	340041	charaName	美国 織莉子	美国 织莉子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
368	pass28	sectionList.json	sectionId	340042	charaName	美国 織莉子	美国 织莉子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
369	pass28	sectionList.json	sectionId	340043	charaName	美国 織莉子	美国 织莉子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
370	pass28	sectionList.json	sectionId	340044	charaName	美国 織莉子	美国 织莉子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
371	pass28	sectionList.json	sectionId	340611	charaName	錦木 千束	锦木 千束	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
372	pass28	sectionList.json	sectionId	340612	charaName	錦木 千束	锦木 千束	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
373	pass28	sectionList.json	sectionId	340613	charaName	錦木 千束	锦木 千束	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
374	pass28	sectionList.json	sectionId	340614	charaName	錦木 千束	锦木 千束	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
375	pass28	sectionList.json	sectionId	710035	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
376	pass28	sectionList.json	sectionId	710036	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
377	pass28	sectionList.json	sectionId	710037	charaName	由比 鶴乃	由比 鹤乃	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
378	pass28	sectionList.json	sectionId	710131	charaName	竜城 明日香	龙城 明日香	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
379	pass28	sectionList.json	sectionId	710211	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
380	pass28	sectionList.json	sectionId	710212	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
381	pass28	sectionList.json	sectionId	710241	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
382	pass28	sectionList.json	sectionId	710242	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
383	pass28	sectionList.json	sectionId	720064	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
384	pass28	sectionList.json	sectionId	720065	charaName	佐倉 杏子	佐仓 杏子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
385	pass28	sectionList.json	sectionId	730022	charaName	空穂 夏希	空穗 夏希	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
386	pass28	shopItemList.json	id	12836	name	大庭樹里	大庭树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
387	pass28	shopItemList.json	id	14731	name	桐野紗枝	桐野纱枝	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
388	pass28	shopItemList.json	id	15796	name	紅晴結菜	红晴结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
389	pass28	shopItemList.json	id	18813	name	【期间限定】佐倉杏子 Doppelver.	【期间限定】佐仓杏子 Doppelver.	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
