sequence	file	key	field	before	after	method	score	match_ratio	evidence	source_ja	release_source
3557	pieceList.json	1567	pieceName	万万岁魔法外卖箱	万万岁魔法配餐BOX	wiki_memoria_keyed	98	1.0	memoria.json number=1567 name_zh	万々歳マジカルオカモチBOX	wiki_authority
3558	pieceList.json	1568	description	“本来以为是一堆废品，没想到整理得这么整齐，吓我一跳！”＠“喂，那边那个机器人会动吗？”＠“勉强……和它说话会回应，不过现在正在维修。”＠“看来连梦话也会回应……我有一次就被它叫醒了……”	（鹤乃）“还以为会是一座垃圾山呢，真没想到收拾得这么干净！”＠（菲莉希亚）“喂—，那边的机器人能动吗？”＠（时雨）“大体上……跟它搭话就会有回应……现在还在维护中”＠（育梦）“好像对梦话也有反应……有一次就这么被叫醒了……”	wiki_memoria_keyed	98	1.0	memoria.json number=1568 desc_zh	「ジャンクの山かと思ったら、綺麗に整頓してあってびっくりだよ！」\n\n「なー、そっちのロボって動くのか？」\n\n「一応…話しかけると返事するけど…今は、整備中」\n\n「寝言にも反応するみたいだね…一度、それで起こされちゃった…」	wiki_authority
3559	pieceList.json	1568	pieceName	欢迎来到废品屋	欢迎来到Junk House	wiki_memoria_keyed	98	1.0	memoria.json number=1568 name_zh	ジャンクハウスへようこそ	wiki_authority
3560	pieceList.json	1569	description	“咦——果然很奇怪吧？这地图是不是画错了？”＠“不可能吧？导航设备要是也会错，就什么都不能信了。”＠启程之日，两人约定了导航与驾驶的分工。＠此后一次次迷路，也都成为连接今日的经验。	（菲莉希亚）“诶—还是很怪啊，这地图搞错了吧？”＠（鹤乃）“怎么会呢，导航软件都出错那什么都不能信了哦？”＠从出发那一天起，定好了分别负责导航和驾驶＠就连一次又一次的迷路，都会积累成为现在的动力	wiki_memoria_keyed	98	1.0	memoria.json number=1569 desc_zh	「えー、やっぱりおかしーだろ？この地図間違ってんじゃねーか？」\n\n「それはないでしょ？ナビ端末が間違ってたら何も信用できないよ？」\n\n旅立ちの日に取り決めた、ナビと運転の役割分担\n\n繰り返した迷走も、すべては今につながる糧	wiki_authority
3561	pieceList.json	1570	description	“世界尽头究竟是什么样？果然是一座巨大的悬崖？”＠“也许是大瀑布，海水哗啦啦地往下掉！”＠“那样的话，水不是一下子就会流光吗……？”＠“……啊，对哦！不赶紧行动，世界就要结束了！”	（鹤乃）“世界的尽头到底是什么样的呢？果然应该是巨大的悬崖吗？”＠（菲莉希亚）“也可能是个巨大的瀑布，海水哗—哗—地流走吧！”＠（鹤乃）“这样的话，水会一下子流光吧……？”＠（菲莉希亚）“……啊，好像是！再不快点的话，世界就要终结了！”	wiki_memoria_keyed	98	1.0	memoria.json number=1570 desc_zh	「世界の果てって、どんな感じなんだろう？やっぱり大きな崖？」\n\n「大きな滝で、海の水がドバーッと落ちてるのかもしんねーぞ！」\n\n「それだとさ、あっという間に水がなくならない…？」\n\n「…ハッ、そうじゃん！早くしないと世界終わっちゃうじゃん！」	wiki_authority
3562	pieceList.json	1570	pieceName	在虚构雪原上	在虚构的雪原上	wiki_memoria_keyed	98	1.0	memoria.json number=1570 name_zh	架空の雪原にて	wiki_authority
3563	pieceList.json	1571	description	“您好！我们是驯鹿圣诞老人！来给您送笑容啦！”＠“送出的笑容里分给我们的那一点，就是报酬！”＠由纯白像素装点的永恒白色圣诞节。＠在天使守望的小小世界里，两位圣诞老人今天也继续前行。	（鹤乃）“又见面了！我们是驯鹿圣诞老人！来配送笑容了哦！”＠（菲利希亚）“溢出的笑容，就是我们的报酬！”＠被纯白像素点缀的，永久的白色圣诞＠两位圣诞老人今天也要前往，被天使守护的小小世界	wiki_memoria_keyed	98	1.0	memoria.json number=1571 desc_zh	「毎度！トナカイサンタでーす！笑顔のお届けに来たよー！」\n\n「届けた笑顔のおこぼれが、オレたちの報酬だぞ！」\n\n純白のピクセルに彩られた、久遠のホワイト・クリスマス\n\n天使が見守る小さな世界を、ふたりのサンタは今日もゆく	wiki_authority
3564	pieceList.json	1571	pieceName	小小假期	Little Vacation	wiki_memoria_keyed	98	1.0	memoria.json number=1571 name_zh	リトル・バケーション	wiki_authority
3565	pieceList.json	1572	description	“冲啊，鹤乃！一路超越星辰彼方！”＠“先给我抓紧！掉下去我可不管！”＠那是笑容带来的奇迹……＠一路洒落闪耀星屑，驯鹿圣诞老人驰骋夜空。	“去吧—，鹤乃！冲到星星的彼端！”＠“别喊了好好抓紧！要是掉下去我可不管哦！”＠那是笑容引发的奇迹…＠一边散落着亮晶晶的星尘，驯鹿圣诞老人奔驰在夜空中	wiki_memoria_keyed	98	1.0	memoria.json number=1572 desc_zh	「いけー、鶴乃！星の彼方までぶっちぎれ！」\n\n「いいからちゃんとつかまって！落っこちても知らないよ！」\n\nそれは、笑顔がもたらす奇跡…\n\nキラキラ星屑をこぼしながら、トナカイサンタは夜空を駆ける	wiki_authority
3566	pieceList.json	1572	pieceName	那片星屑化作奇迹	那些星尘化为奇迹	wiki_memoria_keyed	98	1.0	memoria.json number=1572 name_zh	その星屑は奇跡になって	wiki_authority
3567	pieceList.json	1573	description	一切从一本日记开始。＠一边重新系起即将松开的羁绊，两位少女奔驰于时间之中。＠一边记录圣诞守护灵们的轨迹与奇迹……＠于是今年的圣夜，也渐渐走向终幕。	那段故事，要从一本日记开始说起＠两位少女穿梭时间，将破碎的牵绊重新相连＠记录着圣诞守护灵们的，那些轨迹与奇迹…＠于是今年，圣夜也渐渐落幕	wiki_memoria_keyed	98	1.0	memoria.json number=1573 desc_zh	それは、1冊の日記から始まった\n\nほつれかけた絆を結びながら、ふたりの少女は時を馳せる\n\nクリスマスの守護霊たちの、軌跡と奇跡を記しながら…\n\nかくて今年も、聖夜は暮れゆく	wiki_authority
3568	pieceList.json	1573	pieceName	圣夜就这样渐入尾声	随后圣夜渐渐落幕	wiki_memoria_keyed	98	1.0	memoria.json number=1573 name_zh	かくて聖夜は暮れゆく	wiki_authority
3569	pieceList.json	1574	description	虽然距离圣诞节还早，却先买来了圣诞卡片。＠因为不知道“普通圣诞节”为何物的两人，需要提前练习。＠她们坐在桌前，尽情释放想象力，＠想象着繁星降落、白雪飞舞的白色圣诞节。	虽然圣诞节还没到，就已经买来了圣诞卡＠对于不知道“普通的圣诞节”的两个人，需要进行练习＠面向桌子，释放想象力＠在星辰洒落、雪花飞舞的圣夜里，想象着白色圣诞节	wiki_memoria_keyed	98	1.0	memoria.json number=1574 desc_zh	クリスマスはまだ先だけど、クリスマスカードを買ってくる\n\n“普通のクリスマス”を知らないふたりには、練習が必要だから\n\n机に向かって、想像力を解き放つ\n\n星降る聖夜に雪が舞う、ホワイト・クリスマスを想いながら	wiki_authority
3570	pieceList.json	1574	pieceName	虽然还没到星降之夜……	虽然星夜还未降临…	wiki_memoria_keyed	98	1.0	memoria.json number=1574 name_zh	星降る夜はまだだけど…	wiki_authority
3571	pieceList.json	1575	description	“来！圣诞快乐，灯花、音梦！”＠这是她第一次收到便从心底感到喜悦的圣诞礼物。＠想了一遍又一遍，终于明白其中理由。＠那个孩子送来的笑容，才是真正的礼物。	“给你们！圣诞快乐。灯花酱，音梦酱！”＠让自己由衷喜悦的，第一次收到的圣诞礼物＠思考过无数次后，才发现其中的缘由＠那孩子带给自己的笑容，才是真正的礼物	wiki_memoria_keyed	98	1.0	memoria.json number=1575 desc_zh	「はいっ！メリークリスマスっ。灯花ちゃん、ねむちゃん！」\n\nもらって心から嬉しいと感じた、初めてのクリスマスプレゼント\n\n何度も何度も考えて、その訳にようやく気づく\n\nあの子がくれた笑顔こそ、本当の贈りものだったんだ	wiki_authority
3572	pieceList.json	1575	pieceName	笑容才是真正的礼物	笑颜是真正的礼物	wiki_memoria_keyed	98	1.0	memoria.json number=1575 name_zh	笑顔が本当の贈りもの	wiki_authority
3573	pieceList.json	1576	description	第一印象糟糕透顶，直到现在也完全谈不上亲近。＠可两人仍这样待在一起，是因为有一个存在将她们相连。＠在星空色彩灯的照耀下，想起曾经立下的誓言，＠想起为了守护那个孩子的笑容而勾住手指的那一天。	第一印象无比恶劣，现在也算不上是关系很好＠然而却能如此相处，是因为有着能够联结二人的存在＠在星光色的彩灯照耀下，回想起了某日的誓言＠想要守护她的笑颜，十指相扣的那一天	wiki_memoria_keyed	98	1.0	memoria.json number=1576 desc_zh	第一印象は最悪で、今でもちっとも仲良くない\n\nなのにこうして一緒にいるのは、ふたりを結ぶ存在があったから\n\n星空色の電飾に照らされながら、いつかの誓いを思い出す\n\nあの子の笑顔を守りたくて、指を結んだ日のことを	wiki_authority
3574	pieceList.json	1576	pieceName	勾起手指的那一天	十指相扣的那一日	wiki_memoria_keyed	98	1.0	memoria.json number=1576 name_zh	指を結んだあの日	wiki_authority
3575	pieceList.json	1577	description	圣诞树彩灯带来一阵既视感。＠天花板音响播放着某次听过的圣诞颂歌。＠“这首曲子我记得……去年圣诞节也放过。”＠“……你该不会想说我们穿越时间了吧？”	圣诞树的灯饰看起来似曾相识＠天花板上的喇叭播放着曾听过的圣诞颂歌＠“我对这首歌有印象…去年的圣诞节也放过”＠“…意思是我们穿越时空了喵？”	wiki_memoria_keyed	98	1.0	memoria.json number=1577 desc_zh	クリスマスツリーの電飾に覚える既視感\n\n天井のスピーカーから流れる、いつか聞いたクリスマス・キャロル\n\n「この曲、覚えてる…去年のクリスマスも流れてた」\n\n「…タイムスリップしたって言いたいのかにゃ？」	wiki_authority
3576	pieceList.json	1577	pieceName	第二次圣诞颂歌	二度奏响的圣诞颂歌	wiki_memoria_keyed	98	1.0	memoria.json number=1577 name_zh	二度目のクリスマス・キャロル	wiki_authority
3577	pieceList.json	1578	description	“这里是哪里？……究竟是谁需要我们这些‘守护灵’？”＠“你问我也不知道啊——！”＠“不过这里确实存在一段‘松开的羁绊’……”＠“现代社会也太缺乏沟通了吧——！”	“这里是哪里？…有谁需要我们‘守护灵’的存在吗”＠“你问我我也不知道啦—！”＠“这里应该是有‘破裂的牵绊’存在的地方没错…”＠“现代社会也太缺乏心声沟通了啦—！”	wiki_memoria_keyed	98	1.0	memoria.json number=1578 desc_zh	「ここはどこ？…誰が僕達“守護霊”を必要としているのかな」\n\n「わたくしに聞いてもわからないよー！」\n\n「“ほつれた絆”がある場所なのは、間違いなさそうだけど…」\n\n「現代社会はコミュニケーションが不足しすぎだよー！」	wiki_authority
3578	pieceList.json	1578	pieceName	守护灵先生忙翻了！	守护灵们是大忙人！	wiki_memoria_keyed	98	1.0	memoria.json number=1578 name_zh	守護霊さんは大忙し！	wiki_authority
3579	pieceList.json	1579	description	战斗中认识的女孩，摇晃旅途尽头的另一座城镇。＠争斗、援助，接连发生的一件件事，＠将彼此陌生的星辰聚拢，编成一根细线相连。＠这正是那样一串命运……（动画官方指南发售纪念）	战斗中发现的女孩，在面前的另一个城市里摇曳＠纠纷、援助、发生的种种事件＠本不相识的星星们被集合起来，连成了一条线＠这就是命运中的联系……（动画公式书发售纪念）	wiki_memoria_keyed	98	1.0	memoria.json number=1579 desc_zh	戦いの中で知った女の子、揺られた先にあるもうひとつの町\n\n争い、助け、起こるひとつひとつの出来事が\n\n互いに知らなかった星々をまとめると、一筋の糸になって結ばれる\n\nこれはそんな運命の連なり…（アニメ公式ガイドブック発売記念）	wiki_authority
