file	key	field	baseline	pass8	current	normalized_baseline	normalized_current	numeric_roman_signature_baseline	numeric_roman_signature_current	target_signature_baseline	target_signature_current	turn_signature_baseline	turn_signature_current	direction_signature_baseline	direction_signature_current	closed_normalization_equal	numeric_roman_equal	target_equal	turn_equal	direction_equal	failure_reasons	authority_type	source_locator	source_record_sha256	original_pass9_residual	pass14_residual	existing_ledger_overlap	runtime_byte_change	reason
cardMagiaMap.json	90638	shortDescription	对全体敌人造成伤害[Ⅰ] & 全行动盘効果DOWN(全体敌人/3T)	对敌方全体造成伤害[Ⅰ] & 全行动盘效果降低(敌方全体/3T)	对敌方全体造成伤害[Ⅰ] & 全行动盘效果降低(敌方全体/3T)	敌全伤害[i]所有行动盘效果down(敌全/3t)	敌全伤害[i]所有行动盘效果down(敌全/3t)	Ⅰ|3	Ⅰ|3	ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL	3	3	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90638/shortDescription/baseline	717cfaff64f7d438f6791e3b2f15bb7e46511506e3f6a0bffdb601058030785d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90639	shortDescription	对全体敌人造成伤害[Ⅰ] & 攻击力UP & 防御力UP(全体/∞) & 解除DEBUFF & 解除状态异常(全体)	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & 防御力提升(我方全体/∞) & 解除Debuff & 解除异常状态(我方全体)	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & 防御力提升(我方全体/∞) & 解除Debuff & 解除异常状态(我方全体)	敌全伤害[i]攻击力up防御力up(味全/∞)解除debuff解除状态异常(味全)	敌全伤害[i]攻击力up防御力up(味全/∞)解除debuff解除状态异常(味全)	Ⅰ|∞	Ⅰ|∞	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL			UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90639/shortDescription/baseline	41c7ad735c2705dd4551259f9eac9d94c27294738e2b9462bfd84e7ecd707f73	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90640	shortDescription	对全体敌人造成伤害[Ⅰ] & 火属性攻击力UP & 状态异常耐性UP & 必定灼伤 & Magia伤害DOWN	对敌方全体造成伤害[Ⅰ] & 火属性攻击力提升 & 异常状态耐性提升 & 必定灼伤 & Magia伤害降低	对敌方全体造成伤害[Ⅰ] & 火属性攻击力提升 & 异常状态耐性提升 & 必定灼伤 & Magia伤害降低	敌全伤害[i]火属性攻击力up状态异常耐性up必定灼伤magia伤害down	敌全伤害[i]火属性攻击力up状态异常耐性up必定灼伤magia伤害down	Ⅰ	Ⅰ	ENEMY_ALL	ENEMY_ALL			UP|UP|DOWN	UP|UP|DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90640/shortDescription/baseline	a5f548504fe376ad5aaae07529cfeab694294154e53122dac63339c91a1be02d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90647	shortDescription	对单个敌人造成伤害[Ⅰ] & 木属性耐性DOWN & HP回复	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & HP回复	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & HP回复	敌单伤害[i]木属性耐性downhp回复	敌单伤害[i]木属性耐性downhp回复	Ⅰ	Ⅰ	ENEMY_SINGLE	ENEMY_SINGLE			DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90647/shortDescription/baseline	74adf1c2d2e099f3f3ac21cf8278bd170de5c2bc55e6cff3a42f12e850584311	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90648	shortDescription	对单个敌人造成伤害[Ⅰ] & 木属性耐性DOWN & 木属性攻击力UP & HP回复	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & 木属性攻击力提升 & HP回复	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & 木属性攻击力提升 & HP回复	敌单伤害[i]木属性耐性down木属性攻击力uphp回复	敌单伤害[i]木属性耐性down木属性攻击力uphp回复	Ⅰ	Ⅰ	ENEMY_SINGLE	ENEMY_SINGLE			DOWN|UP	DOWN|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90648/shortDescription/baseline	05fd71d6626b6fb2d47c08fdf6461a4ad1f6a7ba547c66fffc490900df851235	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90651	shortDescription	对全体敌人造成伤害[Ⅰ] & 敌方状态异常时伤害UP	对敌方全体造成伤害[Ⅰ] & 敌方处于异常状态时伤害提升	对敌方全体造成伤害[Ⅰ] & 敌方处于异常状态时伤害提升	敌全伤害[i]状态异常时伤害up	敌全伤害[i]状态异常时伤害up	Ⅰ	Ⅰ	ENEMY_ALL	ENEMY_ALL			UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90651/shortDescription/baseline	d14cdb9e3720c705effe345fb56dc0c13b126e3870f86e41703cee908f7f4722	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90657	shortDescription	对全体敌人造成伤害 & 必定禁用技能 & 造成伤害DOWN	对敌方全体造成伤害 & 必定技能封印 & 造成伤害降低	对敌方全体造成伤害 & 必定技能封印 & 造成伤害降低	敌全伤害必定禁用技能伤害down	敌全伤害必定禁用技能伤害down			ENEMY_ALL	ENEMY_ALL			DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90657/shortDescription/baseline	822e7500045a7c482f23f19731bc37c16ba85d6ad1f735749af8ef2696891113	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90658	shortDescription	对全体敌人造成伤害[Ⅰ] & 暗属性攻击力UP(全体/3T) & 解除BUFF(全体敌人)	对敌方全体造成伤害[Ⅰ] & 暗属性攻击力提升(我方全体/3T) & 解除Buff(敌方全体)	对敌方全体造成伤害[Ⅰ] & 暗属性攻击力提升(我方全体/3T) & 解除Buff(敌方全体)	敌全伤害[i]暗属性攻击力up(味全/3t)解除buff(敌全)	敌全伤害[i]暗属性攻击力up(味全/3t)解除buff(敌全)	Ⅰ|3	Ⅰ|3	ENEMY_ALL|ALLY_ALL|ENEMY_ALL	ENEMY_ALL|ALLY_ALL|ENEMY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90658/shortDescription/baseline	23f8a3b25a8b8d2b14e3a39682d5e5614e4bc3a6312ec92808561b2254590ead	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90663	shortDescription	对单个敌人造成伤害[Ⅰ] & Charge后受到伤害UP	对敌方单体造成伤害[Ⅰ] & Charge后所受伤害提升	对敌方单体造成伤害[Ⅰ] & Charge后所受伤害提升	敌单伤害[i]charge后受到伤害up	敌单伤害[i]charge后受到伤害up	Ⅰ	Ⅰ	ENEMY_SINGLE	ENEMY_SINGLE			UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90663/shortDescription/baseline	03d88a700d9d46dba0a3eed355778a3fbe42001f9490d6a5d64d51c657d87fb4	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90665	shortDescription	对全体敌人造成伤害[Ⅰ] & 攻击力UP & HP自动回复 & DEBUFF1次无效(全体/3T)	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & HP自动回复 & Debuff1次无效(我方全体/3T)	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & HP自动回复 & Debuff1次无效(我方全体/3T)	敌全伤害[i]攻击力uphp自动回复debuff1次无效(味全/3t)	敌全伤害[i]攻击力uphp自动回复debuff1次无效(味全/3t)	Ⅰ|1|3	Ⅰ|1|3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90665/shortDescription/baseline	1da21205371f5109d0438220e7046f547f9a744b38955660628fc7460fd161ff	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90666	shortDescription	随机4次 伤害[Ⅰ] & 伤害UP & 状态异常1次无效 & Magia伤害UP(自己/3T)	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态1次无效 & Magia伤害提升(自身/3T)	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态1次无效 & Magia伤害提升(自身/3T)	随机4次伤害[i]伤害up状态异常1次无效magia伤害up(自/3t)	随机4次伤害[i]伤害up状态异常1次无效magia伤害up(自/3t)	4|Ⅰ|1|3	4|Ⅰ|1|3	SELF	SELF	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90666/shortDescription/baseline	3e4381fc5b548b4e97c91688026ac2b95fcacadf8b8b5991ed07d9c2ba515a10	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90667	shortDescription	随机4次 伤害[Ⅰ] & 伤害UP & 状态异常2次无效 & Magia伤害UP(自己/3T)	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态2次无效 & Magia伤害提升(自身/3T)	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态2次无效 & Magia伤害提升(自身/3T)	随机4次伤害[i]伤害up状态异常2次无效magia伤害up(自/3t)	随机4次伤害[i]伤害up状态异常2次无效magia伤害up(自/3t)	4|Ⅰ|2|3	4|Ⅰ|2|3	SELF	SELF	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90667/shortDescription/baseline	e246b20ff0b3433b94c89ddbefe190b405f956872cd0238061ff00bb5a8ad80d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90668	shortDescription	随机5次 造成伤害[Ⅰ] & 攻击力UP & 水属性攻击力UP(全体/3T) & HP回复(自己)	随机5次造成伤害[Ⅰ] & 攻击力提升 & 水属性攻击力提升(我方全体/3T) & HP回复(自身)	随机5次造成伤害[Ⅰ] & 攻击力提升 & 水属性攻击力提升(我方全体/3T) & HP回复(自身)	随机5次伤害[i]攻击力up水属性攻击力up(味全/3t)hp回复(自)	随机5次伤害[i]攻击力up水属性攻击力up(味全/3t)hp回复(自)	5|Ⅰ|3	5|Ⅰ|3	ALLY_ALL|SELF	ALLY_ALL|SELF	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90668/shortDescription/baseline	5d607df6ceef50481ff6084962a20d8b57109aa08d0fdd51ea60d3f06fc963d8	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90674	shortDescription	对单个敌人造成伤害[Ⅰ] & 解除BUFF & 解除状态强化(单个敌人) & 伤害UP(全体/3T)	对敌方单体造成伤害[Ⅰ] & 解除Buff & 解除状态强化(敌方单体) & 伤害提升(我方全体/3T)	对敌方单体造成伤害[Ⅰ] & 解除Buff & 解除状态强化(敌方单体) & 伤害提升(我方全体/3T)	敌单伤害[i]解除buff解除状态强化(敌单)伤害up(味全/3t)	敌单伤害[i]解除buff解除状态强化(敌单)伤害up(味全/3t)	Ⅰ|3	Ⅰ|3	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90674/shortDescription/baseline	c83c27c056ce3a432f66cd3c423c5957fcc8e8661703eb361bf4705d08efbbba	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90675	shortDescription	对全体敌人造成伤害[Ⅰ] & 一定几率暴击 & 状态异常耐性UP(全体/3T)	对敌方全体造成伤害[Ⅰ] & 概率暴击 & 异常状态耐性提升(我方全体/3T)	对敌方全体造成伤害[Ⅰ] & 概率暴击 & 异常状态耐性提升(我方全体/3T)	敌全伤害[i]概率暴击状态异常耐性up(味全/3t)	敌全伤害[i]概率暴击状态异常耐性up(味全/3t)	Ⅰ|3	Ⅰ|3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90675/shortDescription/baseline	3cca5ef6e8f2693eb0b6ca0eac599bb1727665ba73977cc41422fd82beedebea	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90676	shortDescription	对全体敌人造成伤害[Ⅰ] & 攻击力DOWN & Accele MP DOWN & MP获得量DOWN(全体敌人/∞) & MP伤害(全体敌人) & 状态异常2次无效(全体/∞)	对敌方全体造成伤害[Ⅰ] & 攻击力降低 & Accele MP降低 & MP获得量降低(敌方全体/∞) & MP伤害(敌方全体) & 异常状态2次无效(我方全体/∞)	对敌方全体造成伤害[Ⅰ] & 攻击力降低 & Accele MP降低 & MP获得量降低(敌方全体/∞) & MP伤害(敌方全体) & 异常状态2次无效(我方全体/∞)	敌全伤害[i]攻击力downaccelempdownmp获得量down(敌全/∞)mp伤害(敌全)状态异常2次无效(味全/∞)	敌全伤害[i]攻击力downaccelempdownmp获得量down(敌全/∞)mp伤害(敌全)状态异常2次无效(味全/∞)	Ⅰ|∞|2|∞	Ⅰ|∞|2|∞	ENEMY_ALL|ENEMY_ALL|ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ENEMY_ALL|ENEMY_ALL|ALLY_ALL			DOWN|DOWN|DOWN	DOWN|DOWN|DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90676/shortDescription/baseline	0b26ffbb73f93f8d8822c7f91a3dedc2e7d471a701227801aa8f6a7bbf689118	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90678	shortDescription	对全体敌人造成伤害[Ⅰ] & 光属性攻击力UP & 状态异常1次无效	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态1次无效	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态1次无效	敌全伤害[i]光属性攻击力up状态异常1次无效	敌全伤害[i]光属性攻击力up状态异常1次无效	Ⅰ|1	Ⅰ|1	ENEMY_ALL	ENEMY_ALL			UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90678/shortDescription/baseline	f19443cb4633f055d62e3e12d4902fd4059c44659c570dd66fd74b8c88e5d343	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90679	shortDescription	对全体敌人造成伤害[Ⅰ] & 光属性攻击力UP & 状态异常2次无效 & 伤害UP	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态2次无效 & 伤害提升	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态2次无效 & 伤害提升	敌全伤害[i]光属性攻击力up状态异常2次无效伤害up	敌全伤害[i]光属性攻击力up状态异常2次无效伤害up	Ⅰ|2	Ⅰ|2	ENEMY_ALL	ENEMY_ALL			UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90679/shortDescription/baseline	d647870bf447609ca30653ea41881599290c9ca97e136f938be5a54beaf0b3ea	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90682	shortDescription	对全体敌人造成伤害 & Magia伤害DOWN & 防御力UP & Blast受到伤害UP ＆ Charge后受到伤害UP	对敌方全体造成伤害 & Magia伤害降低 & 防御力提升 & Blast受到伤害提升 & Charge后所受伤害提升	对敌方全体造成伤害 & Magia伤害降低 & 防御力提升 & Blast受到伤害提升 & Charge后所受伤害提升	敌全伤害magia伤害down防御力upblast受到伤害upcharge后受到伤害up	敌全伤害magia伤害down防御力upblast受到伤害upcharge后受到伤害up			ENEMY_ALL	ENEMY_ALL			DOWN|UP|UP|UP	DOWN|UP|UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90682/shortDescription/baseline	f5b98e8e502315d1ccc52c75fbae5ca0ac5026e84eb455f2e49f1c189a175b38	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90684	shortDescription	对全体敌人造成伤害 & 解除状态异常 & 解除DEBUFF & charge后伤害DOWN(全体敌人/3T)	对敌方全体造成伤害 & 解除异常状态 & 解除Debuff & charge后伤害降低(敌方全体/3T)	对敌方全体造成伤害 & 解除异常状态 & 解除Debuff & charge后伤害降低(敌方全体/3T)	敌全伤害解除状态异常解除debuffcharge后伤害down(敌全/3t)	敌全伤害解除状态异常解除debuffcharge后伤害down(敌全/3t)	3	3	ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL	3	3	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90684/shortDescription/baseline	020c184e0605f77062180e9a03273e659a3a96f3d8187ab37ceb0d8685825789	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90685	shortDescription	全体敌人体伤害[Ⅰ] & DEBUFF3次反射 & 受击时MP UP & 必定挑衅 & 必定强化反击	敌方全体体伤害[Ⅰ] & Debuff3次反射 & 受击时MP提升 & 必定挑衅 & 必定强化反击	敌方全体体伤害[Ⅰ] & Debuff3次反射 & 受击时MP提升 & 必定挑衅 & 必定强化反击	敌全伤害[i]debuff3次反射受击时mpup必定挑衅必定强化反击	敌全伤害[i]debuff3次反射受击时mpup必定挑衅必定强化反击	Ⅰ|3	Ⅰ|3	ENEMY_ALL	ENEMY_ALL			UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90685/shortDescription/baseline	c077b2741cc5afec7d430e903f27e1ea945e325e1e1c88f59b1ee81de35b4fbf	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
